OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
450,ชุมชนวัดกลาง,1006,100601,5,13.76640293,100.6347944,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,โรงพยาบาลรามคำแหง,639.088669517761
451,ชุมชนหมู่บ้านสินธร,1006,100601,5,13.7675237,100.6456587,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,โรงพยาบาลเวชธานี,1062.6176993032698
454,ชุมชนหมู่บ้านสวนสน,1006,100608,5,13.75871461,100.6518481,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,โรงพยาบาลรามคำแหง,1708.9793244627665
452,ชุมชนหมู่บ้านกิตตินิเวศน์,1006,100608,5,13.76104975,100.6674829,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2218.6663959524417
443,ชุมชนเยรูซาเล็ม,1006,100608,5,13.7457991,100.6065508,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,226.00823394192474
264,ชุมชนริมคลองชักพระ,1019,101901,5,13.78070824,100.4660473,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนเมือง,โรงพยาบาลเจ้าพระยา,490.91652391009796
458,ชุมชนหมู่บ้านเทพทวี,1006,100601,5,13.79157861,100.6344331,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,โรงพยาบาลสิรินาถ บึงกุ่ม,1709.8650913691736
460,ชุมชนหมู่บ้านสุขใจวิลเลจ,1005,100502,5,13.85181751,100.6500061,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเด็กสินแพทย์,2689.459387317912
1970,ชุมชนหมู่บ้านแสงธรรม,1042,104202,5,13.9082295,100.6723994,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง,โรงพยาบาลซีจีเอชสายไหม,2155.1958940963295
477,ชุมชนเคหะรามอินทรา,1005,100502,6,13.85731394,100.6309972,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2649.5142250416498
543,ชุมชนแผ่นดินทองนูรุสลาม,1003,100305,2,13.85171583,100.8187598,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4392.361450326556
508,ชุมชนแผ่นดินทองดารุ้ลฮาซานัย,1003,100303,2,13.93065088,100.8396217,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,8407.36270472536
69,ชุมชนประวิทย์สามัคคี,1009,100905,5,13.6833751,100.6342472,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,โรงพยาบาลสินแพทย์ ศรีนครินทร์,1672.2736629290978
483,ชุมชนวัดไตรรัตนาราม,1005,100502,5,13.85037449,100.6183769,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2284.3084985635937
484,ชุมชนหมู่บ้านเอี่ยมพานิช,1005,100502,5,13.86588771,100.6138957,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเอส วาย เอช,1930.410262342041
473,ชุมชนบางบัว,1005,100502,5,13.86926022,100.5888933,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,สถาบันพัฒนาสุขภาวะเขตเมือง,901.8660778315394
474,ชุมชนหมู่บ้านรุ่งสว่างวิลเลจ,1005,100502,5,13.85460956,100.6190076,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2651.049920749839
487,ชุมชนยิ่งศิริ,1005,100502,5,13.88328486,100.593652,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,สถาบันพัฒนาสุขภาวะเขตเมือง,1277.5661946022458
475,ชุมชนซอยอุ่นจิตร,1005,100502,5,13.85913875,100.6270782,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2872.6297106905563
509,ชุมชนแผ่นดินทองสะฟีรุสซาลาม,1003,100303,2,13.92236851,100.8111501,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,6425.410210102779
510,ชุมชนแผ่นดินทองวัดสามง่าม,1003,100306,2,13.88865911,100.8071503,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,6308.888594974325
511,ชุมชนยายชุ่มอุทิศ,1003,100306,2,13.86183899,100.7978956,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,6628.756715932905
513,ชุมชนแผ่นดินทองอัรเราะห์มาน,1003,100302,2,13.88123846,100.848288,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,2915.5780049445652
514,ชุมชนแผ่นดินทองดารุสซุนนี,1003,100302,2,13.86649986,100.8479955,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,1584.5482781937603
515,ชุมชนแผ่นดินทองอัลฮุดา,1003,100302,2,13.86293128,100.8609269,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,681.201537898236
516,ชุมชนแผ่นดินทองนูรุดดีน,1003,100302,2,13.87059148,100.88034,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,2747.9300347880308
809,ชุมชนพลอยไพลิน,1036,103604,5,13.92124288,100.5889702,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,โรงพยาบาลทหารอากาศ (สีกัน),2355.4217668936694
879,ชุมชนหมู่บ้านเสริมมิตร,1027,102701,5,13.80521346,100.6540525,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง,โรงพยาบาลสิรินาถ บึงกุ่ม,910.7548267451521
880,ชุมชนหมู่บ้านวังทองวิลล่า,1027,102701,5,13.78688106,100.6462289,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง,โรงพยาบาลสิรินาถ บึงกุ่ม,1403.5254764937877
