OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
450,ชุมชนวัดกลาง,1006,100601,5,13.76640293,100.6347944,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,1240,โรงพยาบาลรามคำแหง,639.0886695
451,ชุมชนหมู่บ้านสินธร,1006,100601,5,13.7675237,100.6456587,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,2784,โรงพยาบาลเวชธานี,1062.617699
454,ชุมชนหมู่บ้านสวนสน,1006,100608,5,13.75871461,100.6518481,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,760,โรงพยาบาลรามคำแหง,1708.979324
452,ชุมชนหมู่บ้านกิตตินิเวศน์,1006,100608,5,13.76104975,100.6674829,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,3084,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2218.666396
443,ชุมชนเยรูซาเล็ม,1006,100608,5,13.7457991,100.6065508,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,1175,โรงพยาบาลแพทย์ปัญญา,226.0082339
264,ชุมชนริมคลองชักพระ,1019,101901,5,13.78070824,100.4660473,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนเมือง,132,โรงพยาบาลเจ้าพระยา,490.9165239
458,ชุมชนหมู่บ้านเทพทวี,1006,100601,5,13.79157861,100.6344331,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,765,โรงพยาบาลสิรินาถ บึงกุ่ม,1709.865091
460,ชุมชนหมู่บ้านสุขใจวิลเลจ,1005,100502,5,13.85181751,100.6500061,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,500,โรงพยาบาลเด็กสินแพทย์,2689.459387
1970,ชุมชนหมู่บ้านแสงธรรม,1042,104202,5,13.9082295,100.6723994,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง,647,โรงพยาบาลซีจีเอชสายไหม,2155.195894
477,ชุมชนเคหะรามอินทรา,1005,100502,6,13.85731394,100.6309972,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,1986,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2649.514225
543,ชุมชนแผ่นดินทองนูรุสลาม,1003,100305,2,13.85171583,100.8187598,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,817,โรงพยาบาลเวชการุณย์รัศมิ์,4392.36145
508,ชุมชนแผ่นดินทองดารุ้ลฮาซานัย,1003,100303,2,13.93065088,100.8396217,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,1096,โรงพยาบาลเวชการุณย์รัศมิ์,8407.362705
69,ชุมชนประวิทย์สามัคคี,1009,100905,5,13.6833751,100.6342472,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,221,โรงพยาบาลสินแพทย์ ศรีนครินทร์,1672.273663
483,ชุมชนวัดไตรรัตนาราม,1005,100502,5,13.85037449,100.6183769,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,2513,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2284.308499
484,ชุมชนหมู่บ้านเอี่ยมพานิช,1005,100502,5,13.86588771,100.6138957,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,1447,โรงพยาบาลเอส วาย เอช,1930.410262
473,ชุมชนบางบัว,1005,100502,5,13.86926022,100.5888933,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,836,สถาบันพัฒนาสุขภาวะเขตเมือง,901.8660778
474,ชุมชนหมู่บ้านรุ่งสว่างวิลเลจ,1005,100502,5,13.85460956,100.6190076,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,907,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2651.049921
487,ชุมชนยิ่งศิริ,1005,100502,5,13.88328486,100.593652,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,436,สถาบันพัฒนาสุขภาวะเขตเมือง,1277.566195
475,ชุมชนซอยอุ่นจิตร,1005,100502,5,13.85913875,100.6270782,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,399,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2872.629711
509,ชุมชนแผ่นดินทองสะฟีรุสซาลาม,1003,100303,2,13.92236851,100.8111501,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,501,โรงพยาบาลรัตนประชารักษ์,6425.41021
510,ชุมชนแผ่นดินทองวัดสามง่าม,1003,100306,2,13.88865911,100.8071503,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง,793,โรงพยาบาลรัตนประชารักษ์,6308.888595
511,ชุมชนยายชุ่มอุทิศ,1003,100306,2,13.86183899,100.7978956,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง,165,โรงพยาบาลเวชการุณย์รัศมิ์,6628.756716
513,ชุมชนแผ่นดินทองอัรเราะห์มาน,1003,100302,2,13.88123846,100.848288,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,318,โรงพยาบาลเวชการุณย์รัศมิ์,2915.578005
514,ชุมชนแผ่นดินทองดารุสซุนนี,1003,100302,2,13.86649986,100.8479955,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,480,โรงพยาบาลเวชการุณย์รัศมิ์,1584.548278
515,ชุมชนแผ่นดินทองอัลฮุดา,1003,100302,2,13.86293128,100.8609269,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,452,โรงพยาบาลเวชการุณย์รัศมิ์,681.2015379
516,ชุมชนแผ่นดินทองนูรุดดีน,1003,100302,2,13.87059148,100.88034,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,1024,โรงพยาบาลเวชการุณย์รัศมิ์,2747.930035
809,ชุมชนพลอยไพลิน,1036,103604,5,13.92124288,100.5889702,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,376,โรงพยาบาลทหารอากาศ (สีกัน),2355.421767
879,ชุมชนหมู่บ้านเสริมมิตร,1027,102701,5,13.80521346,100.6540525,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง,1007,โรงพยาบาลสิรินาถ บึงกุ่ม,910.7548267
880,ชุมชนหมู่บ้านวังทองวิลล่า,1027,102701,5,13.78688106,100.6462289,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง,647,โรงพยาบาลสิรินาถ บึงกุ่ม,1403.525476
957,ชุมชนซอยสวนหลวง,1035,103502,5,13.7058844,100.4635942,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง,964,โรงพยาบาลพีเอ็มจีบางขุนเทียน,1016.247139
